drive,fileextension,filename,filepath,fullpath,hostname,username
c,dll,notificationcontroller.dll,Windows\System32,c:\Windows\System32\notificationcontroller.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,DLL,MP43DECD.DLL,Windows\System32,c:\Windows\System32\MP43DECD.DLL,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,wecsvc.dll,Windows\System32,c:\Windows\System32\wecsvc.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,windows.applicationmodel.dll,Windows\System32,c:\Windows\System32\windows.applicationmodel.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,ndiscap.sys,Windows\System32\drivers,c:\Windows\System32\drivers\ndiscap.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,locationframeworkps.dll,Windows\SysWOW64,c:\Windows\SysWOW64\locationframeworkps.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,pdmproxy100.dll,Windows\System32\F12,c:\Windows\System32\F12\pdmproxy100.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,ndproxystub.dll,Windows\System32,c:\Windows\System32\ndproxystub.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,microsoftaccountextension.dll,Windows\System32,c:\Windows\System32\microsoftaccountextension.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,windows.graphics.printing.dll,Windows\SysWOW64,c:\Windows\SysWOW64\windows.graphics.printing.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,wpdshext.dll,Windows\System32,c:\Windows\System32\wpdshext.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,windows.media.faceanalysis.dll,Windows\SysWOW64,c:\Windows\SysWOW64\windows.media.faceanalysis.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,windows.devices.background.dll,Windows\System32,c:\Windows\System32\windows.devices.background.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,tileobjserver.dll,Windows\System32,c:\Windows\System32\tileobjserver.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,wmiutils.dll,Windows\System32\wbem,c:\Windows\System32\wbem\wmiutils.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,rasl2tp.sys,Windows\System32\drivers,c:\Windows\System32\drivers\rasl2tp.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,wiaservc.dll,Windows\System32,c:\Windows\System32\wiaservc.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,rasgcw.dll,Windows\System32,c:\Windows\System32\rasgcw.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,msdbg2.dll,Windows\System32\F12,c:\Windows\System32\F12\msdbg2.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,wmiperfclass.dll,Windows\SysWOW64\wbem,c:\Windows\SysWOW64\wbem\wmiperfclass.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,mshidkmdf.sys,Windows\System32\drivers,c:\Windows\System32\drivers\mshidkmdf.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,facecredentialprovider.dll,Windows\System32,c:\Windows\System32\facecredentialprovider.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,megasr.sys,Windows\System32\drivers,c:\Windows\System32\drivers\megasr.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,ddrawex.dll,Windows\SysWOW64,c:\Windows\SysWOW64\ddrawex.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,umpass.sys,Windows\System32\drivers,c:\Windows\System32\drivers\umpass.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,stexstor.sys,Windows\System32\drivers,c:\Windows\System32\drivers\stexstor.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,windows.devices.bluetooth.dll,Windows\System32,c:\Windows\System32\windows.devices.bluetooth.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,WmiPrvSD.dll,Windows\System32\wbem,c:\Windows\System32\wbem\WmiPrvSD.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,comrepl.dll,Windows\System32,c:\Windows\System32\comrepl.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,rasmigplugin.dll,Windows\System32\setup,c:\Windows\System32\setup\rasmigplugin.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,windows.devices.serialcommunication.dll,Windows\SysWOW64,c:\Windows\SysWOW64\windows.devices.serialcommunication.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,voiceactivationmanager.dll,Windows\System32,c:\Windows\System32\voiceactivationmanager.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,bthradiomedia.dll,Windows\System32,c:\Windows\System32\bthradiomedia.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,winrssrv.dll,Windows\System32,c:\Windows\System32\winrssrv.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,DscTimer.dll,Windows\System32,c:\Windows\System32\DscTimer.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,UcmUcsi.sys,Windows\System32\drivers,c:\Windows\System32\drivers\UcmUcsi.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,winmde.dll,Windows\SysWOW64,c:\Windows\SysWOW64\winmde.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,activeds.dll,Windows\System32,c:\Windows\System32\activeds.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,WsmAuto.dll,Windows\System32,c:\Windows\System32\WsmAuto.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,opcservices.dll,Windows\System32,c:\Windows\System32\opcservices.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,Pimstore.dll,Windows\System32,c:\Windows\System32\Pimstore.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,jscript9.dll,Windows\System32,c:\Windows\System32\jscript9.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,imesearchps.dll,Windows\System32\IME\SHARED,c:\Windows\System32\IME\SHARED\imesearchps.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,Dsui.dll,Windows\SysWOW64,c:\Windows\SysWOW64\Dsui.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,wlidsvc.dll,Windows\System32,c:\Windows\System32\wlidsvc.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,ndfltr.sys,Windows\System32\drivers,c:\Windows\System32\drivers\ndfltr.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,usocore.dll,Windows\System32,c:\Windows\System32\usocore.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,dnsclientcim.dll,Windows\System32\wbem,c:\Windows\System32\wbem\dnsclientcim.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,windows.networking.servicediscovery.dnssd.dll,Windows\SysWOW64,c:\Windows\SysWOW64\windows.networking.servicediscovery.dnssd.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,netplwiz.dll,Windows\System32,c:\Windows\System32\netplwiz.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,dot3svc.dll,Windows\System32,c:\Windows\System32\dot3svc.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,windows.networking.connectivity.dll,Windows\System32,c:\Windows\System32\windows.networking.connectivity.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,WPDSp.dll,Windows\SysWOW64,c:\Windows\SysWOW64\WPDSp.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,windows.media.streaming.ps.dll,Windows\SysWOW64,c:\Windows\SysWOW64\windows.media.streaming.ps.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,userdeviceregistration.dll,Windows\System32,c:\Windows\System32\userdeviceregistration.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,scavengeui.dll,Windows\System32,c:\Windows\System32\scavengeui.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,nlahc.dll,Windows\System32,c:\Windows\System32\nlahc.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,contactapis.dll,Windows\System32,c:\Windows\System32\contactapis.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,windows.web.diagnostics.dll,Windows\SysWOW64,c:\Windows\SysWOW64\windows.web.diagnostics.dll,NB0008RYA,NT AUTHORITY\SYSTEM
C,dll,Wldap32.dll,Windows\System32,C:\Windows\System32\Wldap32.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,notificationplatformcomponent.dll,Windows\System32,c:\Windows\System32\notificationplatformcomponent.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,portabledeviceapi.dll,Windows\SysWOW64,c:\Windows\SysWOW64\portabledeviceapi.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,DLL,MP4SDECD.DLL,Windows\SysWOW64,c:\Windows\SysWOW64\MP4SDECD.DLL,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,sacdrv.sys,Windows\System32\drivers,c:\Windows\System32\drivers\sacdrv.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,cfmifsproxy.dll,Windows\System32,c:\Windows\System32\cfmifsproxy.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,svsvc.dll,Windows\System32,c:\Windows\System32\svsvc.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,dafdockingprovider.dll,Windows\System32,c:\Windows\System32\dafdockingprovider.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,mscms.dll,Windows\System32,c:\Windows\System32\mscms.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,FSClient.dll,Windows\SysWOW64,c:\Windows\SysWOW64\FSClient.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,fdWSD.dll,Windows\System32,c:\Windows\System32\fdWSD.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,vmgid.sys,Windows\System32\drivers,c:\Windows\System32\drivers\vmgid.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,isapnp.sys,Windows\System32\drivers,c:\Windows\System32\drivers\isapnp.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,hcproviders.dll,Windows\System32,c:\Windows\System32\hcproviders.dll,NB0008RYA,NT AUTHORITY\SYSTEM
C,dll,usbmon.dll,Windows\System32,C:\Windows\System32\usbmon.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,AcpiDev.sys,Windows\System32\drivers,c:\Windows\System32\drivers\AcpiDev.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,pcsvdevice.dll,Windows\System32,c:\Windows\System32\pcsvdevice.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,exe,smsvchost.exe,Windows\microsoft.net\framework64\v4.0.30319,c:\Windows\microsoft.net\framework64\v4.0.30319\smsvchost.exe,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,dimsjob.dll,Windows\System32,c:\Windows\System32\dimsjob.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,inputswitch.dll,Windows\SysWOW64,c:\Windows\SysWOW64\inputswitch.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,vaultroaming.dll,Windows\System32,c:\Windows\System32\vaultroaming.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,phoneservice.dll,Windows\System32,c:\Windows\System32\phoneservice.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,urscx01000.sys,Windows\System32\drivers,c:\Windows\System32\drivers\urscx01000.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,pstask.dll,Windows\System32,c:\Windows\System32\pstask.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,msttsengine.dll,Windows\System32\Speech\Engines\TTS,c:\Windows\System32\Speech\Engines\TTS\msttsengine.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,imesearchdll.dll,Windows\System32\IME\SHARED,c:\Windows\System32\IME\SHARED\imesearchdll.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,tsusbhub.sys,Windows\System32\drivers,c:\Windows\System32\drivers\tsusbhub.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,SDDS.dll,Windows\System32,c:\Windows\System32\SDDS.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,netman.dll,Windows\System32,c:\Windows\System32\netman.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,netnccim.dll,Windows\System32\wbem,c:\Windows\System32\wbem\netnccim.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,hdcphandler.dll,Windows\SysWOW64,c:\Windows\SysWOW64\hdcphandler.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,windows.ui.core.textinput.dll,Windows\System32,c:\Windows\System32\windows.ui.core.textinput.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,auditnativesnapin.dll,Windows\System32,c:\Windows\System32\auditnativesnapin.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,gcdef.dll,Windows\System32,c:\Windows\System32\gcdef.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,devquerybroker.dll,Windows\System32,c:\Windows\System32\devquerybroker.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,windows.ui.immersive.dll,Windows\SysWOW64,c:\Windows\SysWOW64\windows.ui.immersive.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,mfh263enc.dll,Windows\System32,c:\Windows\System32\mfh263enc.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,IMTCCAC.dll,Windows\System32\IME\IMETC\Applets,c:\Windows\System32\IME\IMETC\Applets\IMTCCAC.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,bcmfn2.sys,Windows\System32\drivers,c:\Windows\System32\drivers\bcmfn2.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,defaultdevicemanager.dll,Windows\System32,c:\Windows\System32\defaultdevicemanager.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,TpmTasks.dll,Windows\System32,c:\Windows\System32\TpmTasks.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,ipnat.sys,Windows\System32\drivers,c:\Windows\System32\drivers\ipnat.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,DLL,IMJPCLST.DLL,Windows\System32\IME\IMEJP\APPLETS,c:\Windows\System32\IME\IMEJP\APPLETS\IMJPCLST.DLL,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,xwtpw32.dll,Windows\System32,c:\Windows\System32\xwtpw32.dll,NB0008RYA,NT AUTHORITY\SYSTEM
C,dll,shell32.dll,Windows\System32,C:\Windows\System32\shell32.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,mfmediaengine.dll,Windows\SysWOW64,c:\Windows\SysWOW64\mfmediaengine.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,netprofm.dll,Windows\System32,c:\Windows\System32\netprofm.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,rshx32.dll,Windows\SysWOW64,c:\Windows\SysWOW64\rshx32.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,bthserv.dll,Windows\System32,c:\Windows\System32\bthserv.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,mfmjpegdec.dll,Windows\SysWOW64,c:\Windows\SysWOW64\mfmjpegdec.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,bthmtpcontexthandler.dll,Windows\System32,c:\Windows\System32\bthmtpcontexthandler.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,Wdf01000.sys,Windows\System32\drivers,c:\Windows\System32\drivers\Wdf01000.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,usermgrproxy.dll,Windows\System32,c:\Windows\System32\usermgrproxy.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,vbscript.dll,Windows\System32,c:\Windows\System32\vbscript.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,MSVidCtl.dll,Windows\System32,c:\Windows\System32\MSVidCtl.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,urlmon.dll,Windows\SysWOW64,c:\Windows\SysWOW64\urlmon.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,compositebus.sys,Windows\System32\driverstore\filerepository\compositebus.inf_amd64_a140581a8f8b58b7,c:\Windows\System32\driverstore\filerepository\compositebus.inf_amd64_a140581a8f8b58b7\compositebus.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,mintdh.dll,Windows\System32,c:\Windows\System32\mintdh.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,msvidc32.dll,Windows\SysWOW64,c:\Windows\SysWOW64\msvidc32.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,DLL,WMVSDECD.DLL,Windows\SysWOW64,c:\Windows\SysWOW64\WMVSDECD.DLL,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,elxfcoe.sys,Windows\System32\drivers,c:\Windows\System32\drivers\elxfcoe.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,imkrotip.dll,Windows\SysWOW64\IME\IMEKR,c:\Windows\SysWOW64\IME\IMEKR\imkrotip.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,storeagent.dll,Windows\SysWOW64,c:\Windows\SysWOW64\storeagent.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,certcredprovider.dll,Windows\System32,c:\Windows\System32\certcredprovider.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,windows.media.mediacontrol.dll,Windows\SysWOW64,c:\Windows\SysWOW64\windows.media.mediacontrol.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,appvclientps.dll,Windows\System32,c:\Windows\System32\appvclientps.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,firewallapi.dll,Windows\SysWOW64,c:\Windows\SysWOW64\firewallapi.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,fdSSDP.dll,Windows\SysWOW64,c:\Windows\SysWOW64\fdSSDP.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,iscsiwmiv2.dll,Windows\System32,c:\Windows\System32\iscsiwmiv2.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,portabledevicetypes.dll,Windows\SysWOW64,c:\Windows\SysWOW64\portabledevicetypes.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,EncDec.dll,Windows\System32,c:\Windows\System32\EncDec.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,xblauthmanager.dll,Windows\System32,c:\Windows\System32\xblauthmanager.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,wlidfdp.dll,Windows\System32,c:\Windows\System32\wlidfdp.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,wlangpui.dll,Windows\System32,c:\Windows\System32\wlangpui.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,imecfm.dll,Windows\System32\IME\SHARED,c:\Windows\System32\IME\SHARED\imecfm.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,qdvd.dll,Windows\SysWOW64,c:\Windows\SysWOW64\qdvd.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,dinput8.dll,Windows\SysWOW64,c:\Windows\SysWOW64\dinput8.dll,NB0008RYA,NT AUTHORITY\SYSTEM
C,dll,InkObj.dll,Program Files\Common Files\Microsoft Shared\ink,C:\Program Files\Common Files\Microsoft Shared\ink\InkObj.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,wpnservice.dll,Windows\System32,c:\Windows\System32\wpnservice.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,mscormmc.dll,Windows\microsoft.net\framework\v1.0.3705,c:\Windows\microsoft.net\framework\v1.0.3705\mscormmc.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,devicemetadataretrievalclient.dll,Windows\System32,c:\Windows\System32\devicemetadataretrievalclient.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,msi.dll,Windows\System32,c:\Windows\System32\msi.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,tpm.sys,Windows\System32\drivers,c:\Windows\System32\drivers\tpm.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,certenc.dll,Windows\System32,c:\Windows\System32\certenc.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,termmgr.dll,Windows\SysWOW64,c:\Windows\SysWOW64\termmgr.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,cryptowinrt.dll,Windows\SysWOW64,c:\Windows\SysWOW64\cryptowinrt.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,netsetupshim.dll,Windows\SysWOW64,c:\Windows\SysWOW64\netsetupshim.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,setnetworklocation.dll,Windows\System32,c:\Windows\System32\setnetworklocation.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,tvratings.dll,Windows\SysWOW64,c:\Windows\SysWOW64\tvratings.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,scecli.dll,Windows\System32,c:\Windows\System32\scecli.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,devenum.dll,Windows\SysWOW64,c:\Windows\SysWOW64\devenum.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,msfeedsbs.dll,Windows\System32,c:\Windows\System32\msfeedsbs.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,jpnkorroaming.dll,Windows\System32\inputmethod\SHARED,c:\Windows\System32\inputmethod\SHARED\jpnkorroaming.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,deviceaccess.dll,Windows\System32,c:\Windows\System32\deviceaccess.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,systemresetsso.dll,Windows\System32\systemresetplatform,c:\Windows\System32\systemresetplatform\systemresetsso.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,sermouse.sys,Windows\System32\drivers,c:\Windows\System32\drivers\sermouse.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,wiashext.dll,Windows\SysWOW64,c:\Windows\SysWOW64\wiashext.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,lockscreencontenthost.dll,Windows\System32,c:\Windows\System32\lockscreencontenthost.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,WinTypes.dll,Windows\System32,c:\Windows\System32\WinTypes.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,speechuxps.dll,Windows\System32\Speech\SpeechUX,c:\Windows\System32\Speech\SpeechUX\speechuxps.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,configmanager2.dll,Windows\System32,c:\Windows\System32\configmanager2.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,sdiagschd.dll,Windows\System32,c:\Windows\System32\sdiagschd.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,windows.globalization.dll,Windows\System32,c:\Windows\System32\windows.globalization.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,pcshellcommonproxystub.dll,Windows\System32,c:\Windows\System32\pcshellcommonproxystub.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,cht4vx64.sys,Windows\System32\drivers,c:\Windows\System32\drivers\cht4vx64.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,callbuttons.proxystub.dll,Windows\System32,c:\Windows\System32\callbuttons.proxystub.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,windows.gaming.ui.gamebar.dll,Windows\System32,c:\Windows\System32\windows.gaming.ui.gamebar.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,SRH.dll,Windows\System32,c:\Windows\System32\SRH.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,bcdprov.dll,Windows\System32,c:\Windows\System32\bcdprov.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,stclient.dll,Windows\System32,c:\Windows\System32\stclient.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,profprov.dll,Windows\System32,c:\Windows\System32\profprov.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,windows.system.profile.systemid.dll,Windows\SysWOW64,c:\Windows\SysWOW64\windows.system.profile.systemid.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,wlidprov.dll,Windows\System32,c:\Windows\System32\wlidprov.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,jscript.dll,Windows\System32,c:\Windows\System32\jscript.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,arcsas.sys,Windows\System32\drivers,c:\Windows\System32\drivers\arcsas.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,enterpriseapncsp.dll,Windows\System32,c:\Windows\System32\enterpriseapncsp.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,diagtrack.dll,Windows\System32,c:\Windows\System32\diagtrack.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,wbemprox.dll,Windows\System32\wbem,c:\Windows\System32\wbem\wbemprox.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,mfAACEnc.dll,Windows\System32,c:\Windows\System32\mfAACEnc.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,exe,aswidsagenta.exe,program files\avast software\Avast\x64,c:\program files\avast software\Avast\x64\aswidsagenta.exe,NB0008RYA,BUILTIN\Administrators
c,dll,pnppolicy.dll,Windows\System32,c:\Windows\System32\pnppolicy.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,vaultsvc.dll,Windows\System32,c:\Windows\System32\vaultsvc.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,inputinjectionbroker.dll,Windows\System32,c:\Windows\System32\inputinjectionbroker.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,windows.networking.hostname.dll,Windows\SysWOW64,c:\Windows\SysWOW64\windows.networking.hostname.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,flightsettings.dll,Windows\System32,c:\Windows\System32\flightsettings.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,smiengine.dll,Windows\System32,c:\Windows\System32\smiengine.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,cewmdm.dll,Windows\System32,c:\Windows\System32\cewmdm.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,dinput.dll,Windows\SysWOW64,c:\Windows\SysWOW64\dinput.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,windows.networking.dll,Windows\System32,c:\Windows\System32\windows.networking.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,DLL,WMVXENCD.DLL,Windows\System32,c:\Windows\System32\WMVXENCD.DLL,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,tspubwmi.dll,Windows\System32,c:\Windows\System32\tspubwmi.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,DDORes.dll,Windows\SysWOW64,c:\Windows\SysWOW64\DDORes.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,imecfmps.dll,Windows\System32\IME\SHARED,c:\Windows\System32\IME\SHARED\imecfmps.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,DLL,IMJPTIP.DLL,Windows\SysWOW64\IME\IMEJP,c:\Windows\SysWOW64\IME\IMEJP\IMJPTIP.DLL,NB0008RYA,NT AUTHORITY\SYSTEM
