hostname,modulename,modulepath
NS0000HXE,ndisuio.sys,C:\Windows\System32\drivers\
NS0000HXE,NdisVirtualBus.sys,C:\Windows\System32\drivers\
NS0000HXE,atapi.sys,C:\Windows\System32\drivers\
NS0000HXE,lsass.exe,C:\Windows\System32\
NS0000HXE,mouclass.sys,C:\Windows\System32\drivers\
NS0000HXE,msiscsi.sys,C:\Windows\System32\drivers\
NS0000HXE,xenfilt.sys,C:\Windows\System32\drivers\
NS0000HXE,CmBatt.sys,C:\Windows\System32\drivers\
NS0000HXE,arcsas.sys,C:\Windows\System32\drivers\
NS0000HXE,fxppm.sys,C:\Windows\System32\drivers\
NS0000HXE,agilevpn.sys,C:\Windows\System32\drivers\
NS0000HXE,CompositeBus.sys,C:\Windows\System32\drivers\
NS0000HXE,elxstor.sys,C:\Windows\System32\drivers\
NS0000HXE,ndfltr.sys,C:\Windows\System32\drivers\
NS0000HXE,mvumis.sys,C:\Windows\System32\drivers\
NS0000HXE,sermouse.sys,C:\Windows\System32\drivers\
NS0000HXE,rdpbus.sys,C:\Windows\System32\drivers\
NS0000HXE,ql40xx2i.sys,C:\Windows\System32\drivers\
NS0000HXE,vxn64x64.sys,C:\Windows\System32\drivers\
NS0000HXE,usbuhci.sys,C:\Windows\System32\drivers\
NS0000HXE,sfloppy.sys,C:\Windows\System32\drivers\
NS0000HXE,i8042prt.sys,C:\Windows\System32\drivers\
NS0000HXE,megasr.sys,C:\Windows\System32\drivers\
NS0000HXE,mshidumdf.sys,C:\Windows\System32\drivers\
NS0000HXE,umpass.sys,C:\Windows\System32\drivers\
NS0000HXE,xeniface.sys,C:\Windows\System32\drivers\
NS0000HXE,monitor.sys,C:\Windows\System32\drivers\
NS0000HXE,nvraid.sys,C:\Windows\System32\drivers\
NS0000HXE,ipfltdrv.sys,C:\Windows\System32\drivers\
NS0000HXE,SerCx.sys,C:\Windows\System32\drivers\
NS0000HXE,adp80xx.sys,C:\Windows\System32\drivers\
NS0000HXE,acpiex.sys,C:\Windows\System32\drivers\
NS0000HXE,wmiacpi.sys,C:\Windows\System32\drivers\
NS0000HXE,ksecdd.sys,C:\Windows\System32\drivers\
NS0000HXE,lsi_sas2.sys,C:\Windows\System32\drivers\
NS0000HXE,cdfs.sys,C:\Windows\System32\drivers\
NS0000HXE,kbdclass.sys,C:\Windows\System32\drivers\
NS0000HXE,VSTXRAID.SYS,C:\Windows\System32\drivers\
NS0000HXE,partmgr.sys,C:\Windows\System32\drivers\
NS0000HXE,fltMgr.sys,C:\Windows\System32\drivers\
NS0000HXE,pacer.sys,C:\Windows\System32\drivers\
NS0000HXE,VerifierExt.sys,C:\Windows\System32\drivers\
NS0000HXE,bxvbda.sys,C:\Windows\System32\drivers\
NS0000HXE,raspptp.sys,C:\Windows\System32\drivers\
NS0000HXE,volsnap.sys,C:\Windows\System32\drivers\
NS0000HXE,NdisImPlatform.sys,C:\Windows\System32\drivers\
NS0000HXE,vhdmp.sys,C:\Windows\System32\drivers\
NS0000HXE,asyncmac.sys,C:\Windows\System32\drivers\
NS0000HXE,lsi_sss.sys,C:\Windows\System32\drivers\
NS0000HXE,vms3cap.sys,C:\Windows\System32\drivers\
NS0000HXE,storvsc.sys,C:\Windows\System32\drivers\
NS0000HXE,ULIAGPKX.SYS,C:\Windows\System32\drivers\
NS0000HXE,pci.sys,C:\Windows\System32\drivers\
NS0000HXE,http.sys,C:\Windows\System32\drivers\
NS0000HXE,vmstorfl.sys,C:\Windows\System32\drivers\
NS0000HXE,udfs.sys,C:\Windows\System32\drivers\
NS0000HXE,tpm.sys,C:\Windows\System32\drivers\
NS0000HXE,sacdrv.sys,C:\Windows\System32\drivers\
NS0000HXE,usbohci.sys,C:\Windows\System32\drivers\
NS0000HXE,mlx4_bus.sys,C:\Windows\System32\drivers\
NS0000HXE,IPMIDrv.sys,C:\Windows\System32\drivers\
NS0000HXE,stornvme.sys,C:\Windows\System32\drivers\
NS0000HXE,nsiproxy.sys,C:\Windows\System32\drivers\
NS0000HXE,srv2.sys,C:\Windows\System32\drivers\
NS0000HXE,bxfcoe.sys,C:\Windows\System32\drivers\
NS0000HXE,flpydisk.sys,C:\Windows\System32\drivers\
NS0000HXE,vpci.sys,C:\Windows\System32\drivers\
NS0000HXE,rdpdr.sys,C:\Windows\System32\drivers\
NS0000HXE,tunnel.sys,C:\Windows\System32\drivers\
NS0000HXE,mshidkmdf.sys,C:\Windows\System32\drivers\
NS0000HXE,winverbs.sys,C:\Windows\System32\drivers\
NS0000HXE,ksthunk.sys,C:\Windows\System32\drivers\
NS0000HXE,ndistapi.sys,C:\Windows\System32\drivers\
NS0000HXE,ws2ifsl.sys,C:\Windows\System32\drivers\
NS0000HXE,sdbus.sys,C:\Windows\System32\drivers\
NS0000HXE,wimmount.sys,C:\Windows\System32\drivers\
NS0000HXE,sisraid2.sys,C:\Windows\System32\drivers\
NS0000HXE,ndiscap.sys,C:\Windows\System32\drivers\
NS0000HXE,modem.sys,C:\Windows\System32\drivers\
NT0002LNO,Ntfs.sys,C:\Windows\System32\Drivers\
NT0002LNO,pacer.sys,C:\Windows\system32\DRIVERS\
NT0002LNO,partmgr.sys,C:\Windows\System32\drivers\
NT0002LNO,drmk.sys,C:\Windows\system32\drivers\
NT0002LNO,usbhub.sys,C:\Windows\system32\DRIVERS\
NT0002LNO,ACPI.sys,C:\Windows\system32\drivers\
NT0002LNO,mrxsmb10.sys,C:\Windows\system32\DRIVERS\
NT0002LNO,peauth.sys,C:\Windows\system32\drivers\
NT0002LNO,rdyboost.sys,C:\Windows\System32\drivers\
NT0002LNO,RDPCDD.sys,C:\Windows\System32\DRIVERS\
NT0002LNO,termdd.sys,C:\Windows\system32\DRIVERS\
NT0002LNO,spldr.sys,C:\Windows\System32\Drivers\
NT0002LNO,USBPORT.SYS,C:\Windows\system32\DRIVERS\
NT0002LNO,vdrvroot.sys,C:\Windows\system32\drivers\
NT0002LNO,dfsc.sys,C:\Windows\System32\Drivers\
NT0002LNO,VBoxMouse.sys,C:\Windows\system32\DRIVERS\
NT0002LNO,rdprefmp.sys,C:\Windows\system32\drivers\
NT0002LNO,cdfs.sys,C:\Windows\system32\DRIVERS\
NT0002LNO,srv.sys,C:\Windows\System32\DRIVERS\
NT0002LNO,spsys.sys,C:\Windows\system32\drivers\
NT0002LNO,Dxapi.sys,C:\Windows\System32\drivers\
NT0002LNO,tunnel.sys,C:\Windows\system32\DRIVERS\
NT0002LNO,vmstorfl.sys,C:\Windows\system32\drivers\
NT0002LNO,win32k.sys,C:\Windows\System32\
NT0002LNO,hidusb.sys,C:\Windows\system32\DRIVERS\
NT0002LNO,vga.sys,C:\Windows\System32\drivers\
NT0002LNO,rassstp.sys,C:\Windows\system32\DRIVERS\
NT0002LNO,CLFS.SYS,C:\Windows\system32\
NT0002LNO,dump_pciidex.sys,C:\Windows\System32\Drivers\
NT0002LNO,AgileVpn.sys,C:\Windows\system32\DRIVERS\
NT0002LNO,raspppoe.sys,C:\Windows\system32\DRIVERS\
NT0002LNO,VBoxSF.sys,C:\Windows\System32\drivers\
NT0002LNO,WMILIB.SYS,C:\Windows\system32\drivers\
NT0002LNO,Beep.SYS,C:\Windows\System32\Drivers\
NT0002LNO,portcls.sys,C:\Windows\system32\drivers\
NT0002LNO,VBoxVideo.sys,C:\Windows\system32\DRIVERS\
NT0002LNO,netbios.sys,C:\Windows\system32\DRIVERS\
NT0002LNO,rdbss.sys,C:\Windows\system32\DRIVERS\
NT0002LNO,luafv.sys,C:\Windows\system32\drivers\
NT0002LNO,ndistapi.sys,C:\Windows\system32\DRIVERS\
NT0002LNO,usbohci.sys,C:\Windows\system32\DRIVERS\
NT0002LNO,cng.sys,C:\Windows\System32\Drivers\
NT0002LNO,mouhid.sys,C:\Windows\system32\DRIVERS\
NT0002LNO,VBoxDisp.dll,C:\Windows\System32\
NT0002LNO,volmgr.sys,C:\Windows\system32\drivers\
NT0002LNO,mup.sys,C:\Windows\System32\Drivers\
NT0002LNO,Null.SYS,C:\Windows\System32\Drivers\
NT0002LNO,mssmbios.sys,C:\Windows\system32\DRIVERS\
NT0002LNO,TDI.SYS,C:\Windows\system32\DRIVERS\
NT0002LNO,mouclass.sys,C:\Windows\system32\DRIVERS\
NT0002LNO,rspndr.sys,C:\Windows\system32\DRIVERS\
NT0002LNO,NDProxy.SYS,C:\Windows\System32\Drivers\
NT0002LNO,cdrom.sys,C:\Windows\system32\DRIVERS\
NT0002LNO,mcupdate.dll,C:\Windows\system32\mcupdate_Genu
NT0002LNO,Npfs.SYS,C:\Windows\System32\Drivers\
NT0002LNO,rdpbus.sys,C:\Windows\system32\DRIVERS\
NT0002LNO,mountmgr.sys,C:\Windows\System32\drivers\
NT0002LNO,afd.sys,C:\Windows\system32\drivers\
NT0002LNO,amdxata.sys,C:\Windows\system32\drivers\
NT0002LNO,PSHED.dll,C:\Windows\system32\
NT0002LNO,HDAudBus.sys,C:\Windows\system32\DRIVERS\
NT0002LNO,raspptp.sys,C:\Windows\system32\DRIVERS\
NT0002LNO,srv2.sys,C:\Windows\System32\DRIVERS\
NT0002LNO,kdcom.dll,C:\Windows\system32\
NT0002LNO,msrpc.sys,C:\Windows\System32\Drivers\
NT0002LNO,CmBatt.sys,C:\Windows\system32\DRIVERS\
NT0002LNO,HIDPARSE.SYS,C:\Windows\system32\DRIVERS\
NT0002LNO,discache.sys,C:\Windows\System32\drivers\
NT0002LNO,ndis.sys,C:\Windows\system32\drivers\
NT0002LNO,fileinfo.sys,C:\Windows\system32\drivers\
NT0002LNO,secdrv.SYS,C:\Windows\System32\Drivers\
NT0002LNO,crashdmp.sys,C:\Windows\System32\Drivers\
NT0002LNO,mrxsmb.sys,C:\Windows\system32\DRIVERS\
NT0002LNO,fvevol.sys,C:\Windows\System32\DRIVERS\
NT0002LNO,WDFLDR.SYS,C:\Windows\system32\drivers\
NT0002LNO,bowser.sys,C:\Windows\system32\DRIVERS\
NT0002LNO,dump_dumpfve.sys,C:\Windows\System32\Drivers\
NT0002LNO,kbdclass.sys,C:\Windows\system32\DRIVERS\
NT0002LNO,tdx.sys,C:\Windows\system32\DRIVERS\
NT0002LNO,PCIIDEX.SYS,C:\Windows\system32\drivers\
NT0002LNO,ks.sys,C:\Windows\system32\DRIVERS\
NT0002LNO,TSDDD.dll,C:\Windows\System32\
NT0002LNO,nsiproxy.sys,C:\Windows\system32\drivers\
NT0002LNO,HTTP.sys,C:\Windows\system32\drivers\
NT0002LNO,VBoxGuest.sys,C:\Windows\system32\DRIVERS\
NT0002LNO,netbt.sys,C:\Windows\System32\DRIVERS\
NT0002LNO,NETIO.SYS,C:\Windows\system32\drivers\
NT0002LNO,E1G6032E.sys,C:\Windows\system32\DRIVERS\
NT0002LNO,atapi.sys,C:\Windows\system32\drivers\
NT0002LNO,Fs_Rec.sys,C:\Windows\System32\Drivers\
NT0002LNO,hwpolicy.sys,C:\Windows\System32\drivers\
NT0002LNO,fwpkclnt.sys,C:\Windows\System32\drivers\
NT0002LNO,Wdf01000.sys,C:\Windows\system32\drivers\
NT0002LNO,HdAudio.sys,C:\Windows\system32\drivers\
NT0002LNO,ataport.SYS,C:\Windows\system32\drivers\
NT0002LNO,tcpip.sys,C:\Windows\System32\drivers\
NT0002LNO,hal.dll,C:\Windows\system32\
NT0002LNO,CLASSPNP.SYS,C:\Windows\system32\drivers\
NT0002LNO,volmgrx.sys,C:\Windows\System32\drivers\
NT0002LNO,pcw.sys,C:\Windows\System32\drivers\
NT0002LNO,csc.sys,C:\Windows\system32\drivers\
NT0002LNO,msisadrv.sys,C:\Windows\system32\drivers\
NT0002LNO,rasl2tp.sys,C:\Windows\system32\DRIVERS\
NT0002LNO,dump_msahci.sys,C:\Windows\System32\Drivers\
NT0002LNO,intelppm.sys,C:\Windows\system32\DRIVERS\
NT0002LNO,ntoskrnl.exe,C:\Windows\system32\
NT0002LNO,umbus.sys,C:\Windows\system32\DRIVERS\
NT0002LNO,Msfs.SYS,C:\Windows\System32\Drivers\
NT0002LNO,wanarp.sys,C:\Windows\system32\DRIVERS\
NT0002LNO,lltdio.sys,C:\Windows\system32\DRIVERS\
NT0002LNO,wfplwf.sys,C:\Windows\system32\DRIVERS\
NT0002LNO,blbdrive.sys,C:\Windows\system32\DRIVERS\
NT0002LNO,mpsdrv.sys,C:\Windows\System32\drivers\
NT0002LNO,USBD.SYS,C:\Windows\system32\DRIVERS\
NT0002LNO,VIDEOPRT.SYS,C:\Windows\System32\drivers\
NT0002LNO,ksecpkg.sys,C:\Windows\System32\Drivers\
NT0002LNO,pci.sys,C:\Windows\system32\drivers\
NT0002LNO,tcpipreg.sys,C:\Windows\System32\drivers\
NT0002LNO,watchdog.sys,C:\Windows\System32\drivers\
NT0002LNO,i8042prt.sys,C:\Windows\system32\DRIVERS\
NT0002LNO,HIDCLASS.SYS,C:\Windows\system32\DRIVERS\
NT0002LNO,mrxsmb20.sys,C:\Windows\system32\DRIVERS\
NT0002LNO,ksthunk.sys,C:\Windows\system32\drivers\
NT0002LNO,BATTC.SYS,C:\Windows\system32\DRIVERS\
NT0002LNO,dxg.sys,C:\Windows\System32\drivers\
NT0002LNO,swenum.sys,C:\Windows\system32\DRIVERS\
NT0002LNO,ndiswan.sys,C:\Windows\system32\DRIVERS\
NT0002LNO,CompositeBus.sys,C:\Windows\system32\DRIVERS\
NT0002LNO,ksecdd.sys,C:\Windows\System32\Drivers\
NT0002LNO,compbatt.sys,C:\Windows\system32\DRIVERS\
NT0002LNO,srvnet.sys,C:\Windows\System32\DRIVERS\
NT0002LNO,disk.sys,C:\Windows\system32\drivers\
NT0002LNO,fltmgr.sys,C:\Windows\system32\drivers\
NT0002LNO,volsnap.sys,C:\Windows\system32\drivers\
NT0002LNO,monitor.sys,C:\Windows\system32\DRIVERS\
NT0002LNO,msahci.sys,C:\Windows\system32\drivers\
NT0002LNO,CI.dll,C:\Windows\system32\
NT0002LNO,rdpencdd.sys,C:\Windows\system32\drivers\
SB0001FSX,VBoxVideo.sys,C:\Windows\system32\DRIVERS\
SB0001FSX,ndistapi.sys,C:\Windows\system32\DRIVERS\
SB0001FSX,amdxata.sys,C:\Windows\system32\drivers\
SB0001FSX,spldr.sys,C:\Windows\System32\Drivers\
SB0001FSX,tunnel.sys,C:\Windows\system32\DRIVERS\
SB0001FSX,tdx.sys,C:\Windows\system32\DRIVERS\
SB0001FSX,win32k.sys,C:\Windows\System32\
SB0001FSX,wfplwf.sys,C:\Windows\system32\DRIVERS\
SB0001FSX,CmBatt.sys,C:\Windows\system32\DRIVERS\
SB0001FSX,Npfs.SYS,C:\Windows\System32\Drivers\
SB0001FSX,mrxsmb20.sys,C:\Windows\system32\DRIVERS\
SB0001FSX,portcls.sys,C:\Windows\system32\drivers\
SB0001FSX,secdrv.SYS,C:\Windows\System32\Drivers\
SB0001FSX,CompositeBus.sys,C:\Windows\system32\DRIVERS\
SB0001FSX,spsys.sys,C:\Windows\system32\drivers\
SB0001FSX,tcpip.sys,C:\Windows\System32\drivers\
SB0001FSX,compbatt.sys,C:\Windows\system32\DRIVERS\
SB0001FSX,ksecdd.sys,C:\Windows\System32\Drivers\
SB0001FSX,hal.dll,C:\Windows\system32\
SB0001FSX,blbdrive.sys,C:\Windows\system32\DRIVERS\
SB0001FSX,fwpkclnt.sys,C:\Windows\System32\drivers\
SB0001FSX,srv.sys,C:\Windows\System32\DRIVERS\
SB0001FSX,msisadrv.sys,C:\Windows\system32\drivers\
SB0001FSX,USBPORT.SYS,C:\Windows\system32\DRIVERS\
SB0001FSX,HTTP.sys,C:\Windows\system32\drivers\
SB0001FSX,msahci.sys,C:\Windows\system32\drivers\
SB0001FSX,drmk.sys,C:\Windows\system32\drivers\
SB0001FSX,mouhid.sys,C:\Windows\system32\DRIVERS\
SB0001FSX,kdcom.dll,C:\Windows\system32\
SB0001FSX,kbdclass.sys,C:\Windows\system32\DRIVERS\
SB0001FSX,watchdog.sys,C:\Windows\System32\drivers\
SB0001FSX,mrxsmb10.sys,C:\Windows\system32\DRIVERS\
SB0001FSX,termdd.sys,C:\Windows\system32\DRIVERS\
SB0001FSX,mssmbios.sys,C:\Windows\system32\DRIVERS\
SB0001FSX,NETIO.SYS,C:\Windows\system32\drivers\
SB0001FSX,crashdmp.sys,C:\Windows\System32\Drivers\
SB0001FSX,rspndr.sys,C:\Windows\system32\DRIVERS\
SB0001FSX,BATTC.SYS,C:\Windows\system32\DRIVERS\
SB0001FSX,usbhub.sys,C:\Windows\system32\DRIVERS\
SB0001FSX,pci.sys,C:\Windows\system32\drivers\
SB0001FSX,lltdio.sys,C:\Windows\system32\DRIVERS\
SB0001FSX,Null.SYS,C:\Windows\System32\Drivers\
SB0001FSX,VBoxDisp.dll,C:\Windows\System32\
SB0001FSX,dump_pciidex.sys,C:\Windows\System32\Drivers\
SB0001FSX,ks.sys,C:\Windows\system32\DRIVERS\
SB0001FSX,AgileVpn.sys,C:\Windows\system32\DRIVERS\
SB0001FSX,afd.sys,C:\Windows\system32\drivers\
SB0001FSX,usbohci.sys,C:\Windows\system32\DRIVERS\
SB0001FSX,mcupdate.dll,C:\Windows\system32\mcupdate_Genu
SB0001FSX,WDFLDR.SYS,C:\Windows\system32\drivers\
SB0001FSX,vdrvroot.sys,C:\Windows\system32\drivers\
SB0001FSX,RDPCDD.sys,C:\Windows\System32\DRIVERS\
SB0001FSX,vmstorfl.sys,C:\Windows\system32\drivers\
SB0001FSX,VBoxGuest.sys,C:\Windows\system32\DRIVERS\
SB0001FSX,volmgr.sys,C:\Windows\system32\drivers\
SB0001FSX,Wdf01000.sys,C:\Windows\system32\drivers\
SB0001FSX,PSHED.dll,C:\Windows\system32\
SB0001FSX,mpsdrv.sys,C:\Windows\System32\drivers\
SB0001FSX,rasl2tp.sys,C:\Windows\system32\DRIVERS\
SB0001FSX,HIDPARSE.SYS,C:\Windows\system32\DRIVERS\
SB0001FSX,atapi.sys,C:\Windows\system32\drivers\
SB0001FSX,Dxapi.sys,C:\Windows\System32\drivers\
SB0001FSX,mup.sys,C:\Windows\System32\Drivers\
SB0001FSX,monitor.sys,C:\Windows\system32\DRIVERS\
SB0001FSX,intelppm.sys,C:\Windows\system32\DRIVERS\
SB0001FSX,rdpencdd.sys,C:\Windows\system32\drivers\
SB0001FSX,TSDDD.dll,C:\Windows\System32\
SB0001FSX,VBoxSF.sys,C:\Windows\System32\drivers\
SB0001FSX,srvnet.sys,C:\Windows\System32\DRIVERS\
SB0001FSX,PCIIDEX.SYS,C:\Windows\system32\drivers\
SB0001FSX,hwpolicy.sys,C:\Windows\System32\drivers\
SB0001FSX,pcw.sys,C:\Windows\System32\drivers\
SB0001FSX,cdfs.sys,C:\Windows\system32\DRIVERS\
SB0001FSX,vga.sys,C:\Windows\System32\drivers\
SB0001FSX,rdyboost.sys,C:\Windows\System32\drivers\
SB0001FSX,discache.sys,C:\Windows\System32\drivers\
SB0001FSX,ksthunk.sys,C:\Windows\system32\drivers\
SB0001FSX,dfsc.sys,C:\Windows\System32\Drivers\
SB0001FSX,E1G6032E.sys,C:\Windows\system32\DRIVERS\
SB0001FSX,mouclass.sys,C:\Windows\system32\DRIVERS\
SB0001FSX,csc.sys,C:\Windows\system32\drivers\
SB0001FSX,umbus.sys,C:\Windows\system32\DRIVERS\
SB0001FSX,VIDEOPRT.SYS,C:\Windows\System32\drivers\
SB0001FSX,raspppoe.sys,C:\Windows\system32\DRIVERS\
SB0001FSX,rassstp.sys,C:\Windows\system32\DRIVERS\
SB0001FSX,raspptp.sys,C:\Windows\system32\DRIVERS\
SB0001FSX,mountmgr.sys,C:\Windows\System32\drivers\
SB0001FSX,dump_dumpfve.sys,C:\Windows\System32\Drivers\
SB0001FSX,ndis.sys,C:\Windows\system32\drivers\
SB0001FSX,NDProxy.SYS,C:\Windows\System32\Drivers\
SB0001FSX,disk.sys,C:\Windows\system32\drivers\
SB0001FSX,ksecpkg.sys,C:\Windows\System32\Drivers\
SB0001FSX,ataport.SYS,C:\Windows\system32\drivers\
SB0001FSX,rdprefmp.sys,C:\Windows\system32\drivers\
SB0001FSX,rdbss.sys,C:\Windows\system32\DRIVERS\
SB0001FSX,cng.sys,C:\Windows\System32\Drivers\
SB0001FSX,TDI.SYS,C:\Windows\system32\DRIVERS\
SB0001FSX,CLFS.SYS,C:\Windows\system32\
SB0001FSX,i8042prt.sys,C:\Windows\system32\DRIVERS\
SB0001FSX,dxg.sys,C:\Windows\System32\drivers\
SB0001FSX,Ntfs.sys,C:\Windows\System32\Drivers\
SB0001FSX,peauth.sys,C:\Windows\system32\drivers\
SB0001FSX,msrpc.sys,C:\Windows\System32\Drivers\
SB0001FSX,swenum.sys,C:\Windows\system32\DRIVERS\
SB0001FSX,fltmgr.sys,C:\Windows\system32\drivers\
SB0001FSX,HdAudio.sys,C:\Windows\system32\drivers\
SB0001FSX,CI.dll,C:\Windows\system32\
SB0001FSX,partmgr.sys,C:\Windows\System32\drivers\
SB0001FSX,cdrom.sys,C:\Windows\system32\DRIVERS\
SB0001FSX,Beep.SYS,C:\Windows\System32\Drivers\
SB0001FSX,VBoxMouse.sys,C:\Windows\system32\DRIVERS\
SB0001FSX,volmgrx.sys,C:\Windows\System32\drivers\
SB0001FSX,Fs_Rec.sys,C:\Windows\System32\Drivers\
SB0001FSX,dump_msahci.sys,C:\Windows\System32\Drivers\
SB0001FSX,volsnap.sys,C:\Windows\system32\drivers\
SB0001FSX,HIDCLASS.SYS,C:\Windows\system32\DRIVERS\
SB0001FSX,ACPI.sys,C:\Windows\system32\drivers\
SB0001FSX,rdpbus.sys,C:\Windows\system32\DRIVERS\
SB0001FSX,CLASSPNP.SYS,C:\Windows\system32\drivers\
SB0001FSX,netbt.sys,C:\Windows\System32\DRIVERS\
SB0001FSX,ndiswan.sys,C:\Windows\system32\DRIVERS\
SB0001FSX,nsiproxy.sys,C:\Windows\system32\drivers\
SB0001FSX,ntoskrnl.exe,C:\Windows\system32\
SB0001FSX,tcpipreg.sys,C:\Windows\System32\drivers\
SB0001FSX,srv2.sys,C:\Windows\System32\DRIVERS\
SB0001FSX,netbios.sys,C:\Windows\system32\DRIVERS\
SB0001FSX,HDAudBus.sys,C:\Windows\system32\DRIVERS\
SB0001FSX,USBD.SYS,C:\Windows\system32\DRIVERS\
SB0001FSX,bowser.sys,C:\Windows\system32\DRIVERS\
SB0001FSX,luafv.sys,C:\Windows\system32\drivers\
SB0001FSX,pacer.sys,C:\Windows\system32\DRIVERS\
SB0001FSX,wanarp.sys,C:\Windows\system32\DRIVERS\
SB0001FSX,hidusb.sys,C:\Windows\system32\DRIVERS\
SB0001FSX,Msfs.SYS,C:\Windows\System32\Drivers\
SB0001FSX,fvevol.sys,C:\Windows\System32\DRIVERS\
SB0001FSX,fileinfo.sys,C:\Windows\system32\drivers\
SB0001FSX,mrxsmb.sys,C:\Windows\system32\DRIVERS\
SB0001FSX,WMILIB.SYS,C:\Windows\system32\drivers\
SB0004VPD,ws2ifsl.sys,C:\Windows\System32\drivers\
SB0004VPD,WdiWiFi.sys,C:\Windows\System32\drivers\
SB0004VPD,cng.sys,C:\Windows\System32\drivers\
SB0004VPD,lsi_sss.sys,C:\Windows\System32\drivers\
SB0004VPD,Ndu.sys,C:\Windows\System32\drivers\
SB0004VPD,vdrvroot.sys,C:\Windows\System32\drivers\
SB0004VPD,flpydisk.sys,C:\Windows\System32\drivers\
SB0004VPD,lsi_sas.sys,C:\Windows\System32\drivers\
SB0004VPD,rfcomm.sys,C:\Windows\System32\drivers\
SB0004VPD,iaLPSS2i_GPIO2_BXT_P.sys,C:\Windows\System32\drivers\
SB0004VPD,uefi.sys,C:\Windows\System32\drivers\
SB0004VPD,ipfltdrv.sys,C:\Windows\System32\drivers\
SB0004VPD,filetrace.sys,C:\Windows\System32\drivers\
SB0004VPD,nvstor.sys,C:\Windows\System32\drivers\
SB0004VPD,amdppm.sys,C:\Windows\System32\drivers\
SB0004VPD,SgrmAgent.sys,C:\Windows\System32\drivers\
SB0004VPD,netvsc.sys,C:\Windows\System32\drivers\
SB0004VPD,stornvme.sys,C:\Windows\System32\drivers\
SB0004VPD,iagpio.sys,C:\Windows\System32\drivers\
SB0004VPD,acpi.sys,C:\Windows\System32\drivers\
SB0004VPD,SerCx2.sys,C:\Windows\System32\drivers\
SB0004VPD,sbp2port.sys,C:\Windows\System32\drivers\
SB0004VPD,volsnap.sys,C:\Windows\System32\drivers\
SB0004VPD,adp80xx.sys,C:\Windows\System32\drivers\
SB0004VPD,tdx.sys,C:\Windows\System32\drivers\
SB0004VPD,3ware.sys,C:\Windows\System32\drivers\
SB0004VPD,storufs.sys,C:\Windows\System32\drivers\
SB0004VPD,VerifierExt.sys,C:\Windows\System32\drivers\
SB0004VPD,UfxChipidea.sys,C:\Windows\System32\drivers\
SB0004VPD,WdFilter.sys,C:\Windows\System32\drivers\wd\
SB0004VPD,rdbss.sys,C:\Windows\System32\drivers\
SB0004VPD,iaLPSSi_I2C.sys,C:\Windows\System32\drivers\
SB0004VPD,ndisuio.sys,C:\Windows\System32\drivers\
SB0004VPD,amdk8.sys,C:\Windows\System32\drivers\
SB0004VPD,UcmCx.sys,C:\Windows\System32\drivers\
SB0004VPD,http.sys,C:\Windows\System32\drivers\
SB0004VPD,nwifi.sys,C:\Windows\System32\drivers\
SB0004VPD,mssmbios.sys,C:\Windows\System32\drivers\
SB0004VPD,vhdmp.sys,C:\Windows\System32\drivers\
SB0004VPD,usbuhci.sys,C:\Windows\System32\drivers\
SB0004VPD,TsUsbFlt.sys,C:\Windows\System32\drivers\
SB0004VPD,mrxsmb.sys,C:\Windows\System32\drivers\
SB0004VPD,EhStorClass.sys,C:\Windows\System32\drivers\
SB0004VPD,ndproxy.sys,C:\Windows\System32\drivers\
SB0004VPD,circlass.sys,C:\Windows\System32\drivers\
SB0004VPD,storqosflt.sys,C:\Windows\System32\drivers\
SB0004VPD,WindowsTrustedRT.sys,C:\Windows\System32\drivers\
SB0004VPD,CAD.sys,C:\Windows\System32\drivers\
SB0004VPD,bthport.sys,C:\Windows\System32\drivers\
SB0004VPD,usbhub.sys,C:\Windows\System32\drivers\
SB0004VPD,WindowsTrustedRTProxy.sys,C:\Windows\System32\drivers\
SB0004VPD,mspqm.sys,C:\Windows\System32\drivers\
SB0004VPD,NdisImPlatform.sys,C:\Windows\System32\drivers\
SB0004VPD,rasl2tp.sys,C:\Windows\System32\drivers\
SB0004VPD,kdnic.sys,C:\Windows\System32\drivers\
SB0004VPD,msgpiowin32.sys,C:\Windows\System32\drivers\
SB0004VPD,wanarp.sys,C:\Windows\System32\drivers\
SB0004VPD,hidusb.sys,C:\Windows\System32\drivers\
SB0004VPD,IntcDAud.sys,C:\Windows\System32\drivers\
SB0004VPD,vwififlt.sys,C:\Windows\System32\drivers\
SB0004VPD,BTHUSB.SYS,C:\Windows\System32\drivers\
SB0004VPD,vpci.sys,C:\Windows\System32\drivers\
SB0004VPD,MTConfig.sys,C:\Windows\System32\drivers\
SB0004VPD,npsvctrig.sys,C:\Windows\System32\drivers\
SB0004VPD,ipt.sys,C:\Windows\System32\drivers\
SB0004VPD,RtsUer.sys,C:\Windows\System32\drivers\
SB0004VPD,sdstor.sys,C:\Windows\System32\drivers\
SB0004VPD,vwifibus.sys,C:\Windows\System32\drivers\
SB0004VPD,genericusbfn.sys,C:\Windows\System32\drivers\
SB0004VPD,urssynopsys.sys,C:\Windows\System32\drivers\
SB0004VPD,ETDSMBus.sys,C:\Windows\System32\drivers\
SB0004VPD,vmswitch.sys,C:\Windows\System32\drivers\
SB0004VPD,ufx01000.sys,C:\Windows\System32\drivers\
SB0004VPD,hvcrash.sys,C:\Windows\System32\drivers\
SB0004VPD,fltMgr.sys,C:\Windows\System32\drivers\
